lyrics,enum
"   বিজয়মালা এনো আমার লাগি।
              দীর্ঘরাত্রি রইব আমি জাগি॥
              চরণ যখন পড়বে তোমার মরণকূলে
              বুকের মধ্যে উঠবে আমার পরান দুলে,
              সব যদি যায় হব তোমার সর্বনাশের ভাগী॥",4
"      আন্‌মনা, আন্‌মনা,
       তোমার কাছে আমার বাণীর মাল্যখানি আনব না॥
       বার্তা আমার ব্যর্থ হবে,   সত্য আমার বুঝবে কবে,
            তোমারো মন জানব না,   আন্‌মনা, আন্‌মনা॥
       লগ্ন যদি হয় অনুকূল মৌনমধুর সাঁঝে,
       নয়ন তোমার মগ্ন যখন ম্লান আলোর মাঝে,
                  দেব তোমায় শান্ত সুরের সান্ত্বনা॥
       ছন্দে গাঁথা বাণী তখন পড়ব তোমার কানে
                    মন্দ মৃদুল তানে,
       ঝিল্লি যেমন শালের বনে নিদ্রানীরব রাতে
       অন্ধকারের জপের মালায় একটানা সুর গাঁথে
             একলা তোমার বিজন প্রাণের প্রাঙ্গণে
                    প্রান্তে বসে একমনে
             এঁকে যাব আমার গানের আল্‌পনা,
                    আন্‌মনা, আন্‌মনা॥",4
"   ওলো সই, ওলো সই,
    আমার   ইচ্ছা করে তোদের মতো মনের কথা কই।
       ছড়িয়ে দিয়ে পা দুখানি   কোণে বসে কানাকানি,
          কভু হেসে কভু কেঁদে চেয়ে বসে রই॥

                 ওলো সই, ওলো সই,
       তোদের আছে মনের কথা, আমার আছে কই।
    আমি  কী বলিব, কার কথা ,   কোন্‌ সুখ, কোন্‌ ব্যথা –
          নাই কথা, তবু সাধ শত কথা কই॥


                 ওলো সই, ওলো সই,
    তোদের  এত কী বলিবার আছে ভেবে অবাক হই।
    আমি   একা বসি সন্ধ্যা হলে  আপনি ভাসি নয়নজলে,
           কারণ কেহ শুধাইলে নীরব হয়ে রই॥",4
" হৃদয়ের   এ কূল ,  ও কূল,  দু কূল ভেসে যায়,  হায় সজনি,
                         উথলে নয়নবারি।
             যে দিকে চেয়ে দেখি ওগো সখী,
                      কিছু আর চিনিতে না পারি॥
    পরানে পড়িয়াছে টান,
        ভরা নদীতে আসে বান,
                আজিকে কী ঘোর তুফান  সজনি গো,
                    বাঁধ আর বাঁধিতে নারি॥
    কেন এমন হল গো, আমার এই নবযৌবনে।
        সহসা কী বহিল কোথাকার কোন্‌ পবনে।
            হৃদয় আপনি উদাস,   মরমে কিসের হুতাশ –
                জানি না কী বাসনা, কী বেদনা গো –
                   কেমনে আপনা নিবারি॥",4
"   না বলে যেয়ো না চলে মিনতি করি,
            গোপনে জীবন মন লইয়া হরি॥
     সারা নিশি জেগে থাকি, ঘুমে ঢুলে পড়ে আঁখি –
            ঘুমালে হারাই পাছে সে ভয়ে মরি॥
            চকিতে চমকি, বঁধু, তোমায় খুঁজি –
            থেকে থেকে মনে হয় স্বপন বুঝি।
     নিশিদিন চাহে হিয়া     পরান পসারি দিয়া
            অধীর চরণ তব বাঁধিয়া ধরি॥",4
"আর   নাই রে বেলা, নামল ছায়া ধরণীতে।
     এখন   চল্‌ রে ঘাটে কলসখানি ভরে নিতে॥
           জলধারার কলস্বরে   সন্ধ্যাগগন আকুল করে,
     ওরে,  ডাকে আমায় পথের ’পরে সেই ধ্বনিতে॥
     এখন   বিজন পথে করে না কেউ আসা যাওয়া।
     ওরে,  প্রেমনদীতে উঠেছে ঢেউ, উতল হাওয়া।
           জানি নে আর ফিরব কিনা, কার সাথে আজ হবে চিনা –
     ঘাটে   সেই অজানা বাজায় বীণা তরণীতে॥",4
"   বেদনায় ভরে গিয়েছে পেয়ালা, নিয়ো হে নিয়ো।
         হৃদয় বিদারি হয়ে গেল ঢালা, পিয়ো হে পিয়ো॥
  ভরা সে পাত্র তারে বুকে করে  বেড়ানু বহিয়া সারা রাতি ধরে,
         লও তুলে লও আজি নিশিভোরে প্রিয় হে প্রিয়॥
         বাসনার রঙে লহরে লহরে রঙিন হল।
         করুণ তোমার অরুণ অধরে তোলো হে তোলো।
  এ রসে  মিশাক তব নিশ্বাস     নবীন ঊষার পুষ্পসুবাস –
         এরই ’পরে তব আঁখির আভাস দিয়ো হে দিয়ো॥",4
"আমি     চিনি গো চিনি   তোমারে ওগো বিদেশিনী।
  তুমি     থাক সিন্ধুপারে   ওগো বিদেশিনী॥
  তোমায়   দেখেছি শারদপ্রাতে,  তোমায়  দেখেছি মাধবী রাতে,
  তোমায়   দেখেছি হৃদি-মাঝারে   ওগো বিদেশিনী॥
  আমি    আকাশে পাতিয়া কান   শুনেছি   শুনেছি তোমারি গান,
  আমি    তোমারে সঁপেছি প্রাণ   ওগো বিদেশিনী।
         ভুবন ভ্রমিয়া শেষে     আমি   এসেছি নূতন দেশে,
  আমি    অতিথি তোমারি দ্বারে   ওগো বিদেশিনী॥",4
" যা ছিল কালো-ধলো     তোমার   রঙে রঙে রাঙা হল।
  যেমন   রাঙাবরন তোমার চরণ     তার সনে আর ভেদ না র’ল॥
  রাঙা হল বসন-ভূষণ,   রাঙা হল শয়ন-স্বপন –
  মন     হল কেমন দেখ্‌ রে , যেমন     রাঙা কমল টলোমলো॥",4
" আহা,   তোমার সঙ্গে প্রাণের খেলা, প্রিয় আমার, ওগো প্রিয় –
  বড়ো    উতলা আজ পরান আমার, খেলাতে হার মানবে কি ও॥
  কেবল   তুমিই কি গো এমনি ভাবে  রাঙিয়ে মোরে পালিয়ে যাবে।
  তুমি    সাধ ক'রে, নাথ, ধরা দিয়ে আমারও রঙ বক্ষে নিয়ো –
  এই     হৃৎকমলের রাঙা রেণু রাঙাবে ওই উত্তরীয়॥",4
" আমার    সকল নিয়ে বসে আছি সর্বনাশের আশায়।
  আমি     তার লাগি পথ চেয়ে আছি পথে যে জন ভাসায়॥
  যে জন   দেয় না দেখা, যায় যে দেখে –ভালোবাসে আড়াল থেকে –
  আমার    মন মজেছে সেই গভীরের গোপন ভালোবাসায়॥",4
" আমি     রূপে তোমায় ভোলাব না, ভালোবাসায় ভোলাব।
  আমি     হাত দিয়ে দ্বার খুলব না গো, গান দিয়ে দ্বার খোলাব॥
          ভরাব না ভূষণভারে,     সাজাব না ফুলের হারে –
          প্রেমকে আমার মালা করে গলায় তোমার দোলাব।
          জানবে না কেউ কোন্‌ তুফানে   তরঙ্গদল নাচবে প্রাণে,
          চাঁদের মতো অলখ টানে জোয়ারে ঢেউ তোলাব॥",4
"   আমি   তোমার প্রেমে হব সবার কলঙ্কভাগী।
        আমি   সকল দাগে হব দাগি॥
  তোমার  পথের কাঁটা করব চয়ন,   যেথা তোমার ধুলায় শয়ন
        সেথা আঁচল পাতব আমার – তোমার রাগে অনুরাগী॥
  আমি   শুচি-আসন টেনে টেনে   বেড়াব না বিধান মেনে,
        যে পঙ্কে ওই চরণ পড়ে তাহারি ছাপ বক্ষে মাগি॥",4
" আমার     নয়ন তোমার নয়নতলে মনের কথা খোঁজে,
  সেথায়     কালো ছায়ার মায়ার ঘোরে পথ হারালো ও যে॥
           নীরব দিঠে শুধায় যত   পায় না সাড়া মনের মতো,
           অবুঝ হয়ে রয় সে চেয়ে অশ্রুধারায় মজে॥
  তুমি      আমার কথার আভাখানি পেয়েছ কি মনে।
           এই যে আমি মালা আনি,   তার বাণী কেউ শোনে?
           পথ দিয়ে যাই, যেতে যেতে   হাওয়ায় ব্যথা দিই যে পেতে –
           বাঁশি বিছায় বিষাদ-ছায়া   তার ভাষা কেউ বোঝে॥",4
"  ফুল  তুলিতে ভুল করেছি প্রেমের সাধনে।
    বঁধু, তোমায় বাঁধব কিসে মধুর বাঁধনে॥
        ভোলাব না মায়ার ছলে,   রইব তোমার চরণতলে,
        মোহের ছায়া ফেলব না মোর হাসি কাঁদনে॥
    রইল শুধু বেদন-ভরা আশা,    রইল শুধু প্রাণের নীরব ভাষা।
        নিরাভরণ যদি থাকি   চোখের কোণে চাইবে না কি –
        যদি আঁখি নাই-বা ভোলাই রঙের ধাঁদনে॥",4
"   চাঁদের হাসির বাঁধ ভেঙেছে, উছলে পড়ে আলো।
     ও রজনীগন্ধা, তোমার গন্ধসুধা ঢালো॥
     পাগল হাওয়া বুঝতে নারে   ডাক পড়েছে কোথায় তারে –
     ফুলের বনে যার পাশে যায় তারেই লাগে ভালো॥
     নীল গগনের ললাটখানি চন্দনে আজ মাখা,
     বাণীবনের হংসমিথুন মেলেছে আজ পাখা।
        পারিজাতের কেশর নিয়ে   ধরায়, শশী, ছড়াও কী এ।
        ইন্দ্রপুরীর কোন্‌ রমণী বাসরপ্রদীপ জ্বালো॥",4
"  তুমি   একটু কেবল বসতে দিয়ো কাছে
                আমায় শুধু ক্ষণেক-তরে।
      আজি  হাতে আমার যা-কিছু কাজ আছে
                আমি  সাঙ্গ করব পরে॥
                       না চাহিলে তোমার মুখপানে
                       হৃদয় আমার বিরাম নাহি জানে,
                       কাজের মাঝে ঘুরে বেড়াই যত
                          ফিরি  কূলহারা সাগরে॥
           বসন্ত আজ উচ্ছ্বাসে নিশ্বাসে
               এল  আমার বাতায়নে।
           অলস ভ্রমর গুঞ্জরিয়া আসে,
               ফেরে  কুঞ্জের প্রাঙ্গণে।
                       আজকে শুধু একান্তে আসীন
                       চোখে চোখে চেয়ে থাকার দিন,
                       আজকে জীবন-সমর্পণের গান
                          গাব নীরব অবসরে॥",4
"ওগো, তোমার চক্ষু দিয়ে মেলে সত্য দৃষ্টি
         আমার     সত্যরূপ প্রথম করেছ সৃষ্টি ॥
        তোমায় প্রণাম, তোমায় প্রণাম,
                  তোমায় প্রণাম শতবার॥
          আমি   তরুণ অরুণলেখা,
          আমি   বিমল জ্যোতির রেখা,
          আমি   নবীন শ্যামল মেঘে
                    প্রথম প্রসাদবৃষ্টি।
        তোমায় প্রণাম, তোমায় প্রণাম,
              তোমায় প্রণাম শতবার॥",4
"             হে নবীনা,
           প্রতিদিনের পথের ধুলায় যায় না চিনা॥
             শুনি বাণী ভাস   বসন্তবাতাসে,
           প্রথম জাগরণে দেখি সোনার মেঘে লীনা॥
          স্বপনে দাও ধরা     কী কৌতুকে ভরা।
           কোন্‌ অলকার ফুলে   মালা সাজাও চুলে,
          কোন্‌ অজানা সুরে   বিজনে বাজাও বীণা॥",4
" ওগো   শান্ত পাষাণমুরতি সুন্দরী,
                 চঞ্চলেরে হৃদয়তলে লও বরি॥
       কুঞ্জবনে এসো একা,   নয়নে অশ্রু দিক্‌ দেখা –
       অরুণ রাগে হোক রঞ্জিত     বিকশিত বেদনার মঞ্জরী ॥",4
"  তোমার   পায়ের তলায় যেন গো রঙ লাগে –
         আমার   মনের বনের ফুলের রাঙা রাগে॥
                যেন   আমার গানের তানে
                    তোমায়    ভূষণ পরাই কানে,
         যেন রক্তমণির হার গেঁথে দিই প্রাণের অনুরাগে॥",4
"  অনেক পাওয়ার মাঝে মাঝে কবে কখন একটুখানি পাওয়া,
            সেইটুকুতেই জাগায় দখিন হাওয়া॥
    দিনের পরে দিন চলে যায় যেন তারা পথের স্রোতেই ভাসা,
            বাহির হতেই তাদের যাওয়া আসা।
    কখন আসে একটি সকাল সে যেন মোর ঘরেই বাঁধে বাসা,
            সে যেন মোর চিরদিনের চাওয়া॥
    হারিয়ে যাওয়া আলোর মাঝে কণা কণা কুড়িয়ে পেলেম যারে
            রইল গাঁথা মোর জীবনের হারে।
    সেই-যে আমার জোড়া-দেওয়া ছিন্ন দিনের খণ্ড আলোর মালা
            সেই নিয়ে আজ সাজাই আমার থালা –
    এক পলকের পুলক যত, এক নিমেষের প্রদীপখানি জ্বালা,
            একতারাতে আধখানা গান গাওয়া॥",4
"কান্নাহাসির-দোল-দোলানো পৌষ-ফাগুনের পালা,

তারি মধ্যে চিরজীবন বইব গানের ডালা–

এই কি তোমার খুশি, আমায় তাই পরালে মালা

সুরের-গন্ধ-ঢালা?।

তাই কি আমার ঘুম ছুটেছে, বাঁধ টুটেছে মনে,

খ্যাপা হাওয়ার ঢেউ উঠেছে চিরব্যথার বনে,

কাঁপে আমার দিবানিশার সকল আঁধার আলা!

এই কি তোমার খুশি, আমায় তাই পরালে মালা

সুরের-গন্ধ-ঢালা?।

রাতের বাসা হয় নি বাঁধা দিনের কাজে ত্রুটি,

বিনা কাজের সেবার মাঝে পাই নে আমি ছুটি।

শান্তি কোথায় মোর তরে হায় বিশ্বভুবন-মাঝে,

অশান্তি যে আঘাত করে তাই তো বীণা বাজে।

নিত্য রবে প্রাণ-পোড়ানো গানের আগুন জ্বালা–

এই কি তোমার খুশি, আমায় তাই পরালে মালা

সুরের-গন্ধ-ঢালা?।",2
"সুরের গুরু, দাও গো সুরের দীক্ষা–

মোরা সুরের কাঙাল, এই আমাদের ভিক্ষা॥

মন্দাকিনীর ধারা,   ঊষার শুকতারা,

কনকচাঁপা কানে কানে যে সুর পেল শিক্ষা॥

তোমার সুরে ভরিয়ে নিয়ে চিত্ত

যাব যেথায় বেসুর বাজে নিত্য।

কোলাহলের বেগে    ঘূর্ণি উঠে জেগে,

নিয়ো তুমি আমার বীণার সেইখানেই পরীক্ষা॥",2
"তোমার   সুরের ধারা ঝরে যেথায় তারি পারে

দেবে কি গো বাসা আমায় একটি ধারে?।

  আমি   শুনব ধ্বনি কানে,

  আমি ভরব ধ্বনি প্রাণে,

সেই ধ্বনিতে চিত্তবীণায় তার বাঁধিব বারে বারে॥

আমার   নীরব বেলা সেই তোমারি সুরে সুরে

ফুলের ভিতর মধুর মতো উঠবে পুরে।

  আমার   দিন ফুরাবে যবে,

  যখন   রাত্রি আঁধার হবে,

হৃদয়ে মোর গানের তারা উঠবে ফুটে সারে সারে॥",2
"তুমি   কেমন করে গান করো হে গুণী,

আমি   অবাক্‌ হয়ে শুনি কেবল শুনি॥

সুরের আলো ভুবন ফেলে ছেয়ে,

সুরের হাওয়া চলে গগন বেয়ে,

পাষাণ টুটে ব্যাকুল বেগে ধেয়ে

বহিয়া যায় সুরের সুরধুনী॥

মনে করি অমনি সুরে গাই,

কণ্ঠে আমার সুর খুঁজে না পাই।

কইতে কী চাই, কইতে কথা বাধে–

হার মেনে যে পরান আমার কাঁদে,

আমায় তুমি ফেলেছ কোন্‌ ফাঁদে

চৌদিকে মোর সুরের জাল বুনি॥",2
"আমি তোমায় যত   শুনিয়েছিলেম গান

তার বদলে আমি   চাই নে কোনো দান॥

ভুলবে সে গান যদি   নাহয় যেয়ো ভুলে

উঠবে যখন তারা   সন্ধ্যাসাগরকূলে,

তোমার সভায় যবে   করব অবসান

এই ক'দিনের শুধু   এই ক'টি মোর তান॥

তোমার গান যে কত   শুনিয়েছিলে মোরে

সেই কথাটি তুমি   ভুলবে কেমন করে?

সেই কথাটি, কবি,   পড়বে তোমার মনে

বর্ষামুখর রাতে   ফাগুন-সমীরণে–

এইটুকু মোর শুধু   রইল অভিমান

ভুলতে সে কি পার   ভুলিয়েছ মোর প্রাণ॥",2
"তুমি যে   সুরের আগুন লাগিয়ে দিলে মোর প্রাণে,

এ আগুন   ছড়িয়ে গেল সব খানে॥

যত সব    মরা গাছের ডালে ডালে

নাচে আগুন তালে তালে রে,

আকাশে   হাত তোলে সে কার পানে॥

আঁধারের    তারা যত অবাক্‌ হয়ে রয় চেয়ে,

কোথাকার    পাগল হাওয়া বয় ধেয়ে।

নিশীথের    বুকের মাঝে এই-যে অমল

উঠল ফুটে স্বর্ণকমল রে,

আগুনের    কী গুণ আছে কে জানে॥",2
"তোমার বীণা আমার মনোমাঝে

কখনো শুনি, কখনো ভুলি, কখনো শুনি না যে॥

আকাশ যবে শিহরি উঠে গানে

গোপন কথা কহিতে থাকে ধরার কানে কানে–

তাহার মাঝে সহসা মাতে বিষম কোলাহলে

আমার মনে বাঁধনহারা স্বপন দলে দলে।

হে বীণাপাণি, তোমার সভাতলে

আকুল হিয়া উন্মাদিয়া বেসুর হয়ে বাজে॥

চলিতেছিনু তব কমলবনে,

পথের মাঝে ভুলালো পথ উতলা সমীরণে।

তোমার সুর ফাগুনরাতে জাগে,

তোমার সুর অশোকশাখে অরুণরেণুরাগে।

সে সুর বাহি চলিতে চাহি আপন-ভোলা মনে

গুঞ্জরিত-ত্বরিত-পাখা মধুকরের সনে।

কুহেলী কেন জড়ায় আবরণে–

আঁধারে আলো আবিল করে, আঁখি যে মরে লাজে॥",2
"তোমার নয়ন আমায় বারে বারে   বলেছে গান গাহিবারে॥

ফুলে ফুলে তারায় তারায়

বলেছে সে কোন্‌ ইশারায়

দিবস-রাতির মাঝ-কিনারায়   ধূসর আলোয় অন্ধকারে।

গাই নে কেন কী কব তা,

কেন আমার আকুলতা–

ব্যথার মাঝে লুকায় কথা,   সুর যে হারাই অকূল পারে॥

যেতে যেতে গভীর স্রোতে   ডাক দিয়েছ তরী হতে।

ডাক দিয়েছ ঝড়-তুফানে

বোবা মেঘের বজ্রগানে,

ডাক দিয়েছ মরণপানে   শ্রাবণরাতের উতল ধারে।

যাই নে কেন জান না কি–

তোমার পানে মেলে আঁখি

কূলের ঘাটে বসে থাকি,   পথ কোথা পাই পারাবারে॥",2
"অরূপ, তোমার বাণী

অঙ্গে আমার চিত্তে আমার মুক্তি দিক্‌ সে আনি॥

নিত্যকালের উৎসব তব বিশ্বের দীপালিকা–

আমি শুধু তারি মাটির প্রদীপ, জ্বালাও তাহার শিখা

নির্বাণহীন আলোকদীপ্ত তোমার ইচ্ছাখানি॥

যেমন তোমার বসন্তবায় গীতলেখা যায় লিখে

বর্ণে বর্ণে পুষ্পে পর্ণে বনে বনে দিকে দিকে

তেমনি আমার প্রাণের কেন্দ্রে নিশ্বাস দাও পুরে,

শূন্য তাহার পূর্ণ করিয়া ধন্য করুক সুরে,

বিঘ্ন তাহার পুণ্য করুক তব দক্ষিণপাণি॥",2
"গানে গানে তব বন্ধন যাক টুটে

রুদ্ধবাণীর অন্ধকারে কাঁদন জেগে উঠে॥

বিশ্বকবির চিত্তমাঝে    ভুবনবীণা যেথায় বাজে

জীবন তোমার সুরের ধারায় পড়ুক সেথায় লুটে॥

ছন্দ তোমার ভেঙে গিয়ে দ্বন্দ্ব বাধায় প্রাণে,

অন্তরে আর বাহিরে তাই তান মেলে না তানে।

সুরহারা প্রাণ বিষম বাধা– সেই তো আঁধি, সেই তো ধাঁধা–

গান-ভোলা তুই গান ফিরে নে, যাক সে আপদ ছুটে॥",2
"আমার সুরে লাগে তোমার হাসি,

যেমন    ঢেউয়ে ঢেউয়ে রবির কিরণ দোলে আসি॥

দিবানিশি আমিও যে    ফিরি তোমার সুরের খোঁজে,

হঠাৎ এ মন ভোলায় কখন তোমার বাঁশি॥

আমার     সকল কাজই রইল বাকি, সকল শিক্ষা দিলেম ফাঁকি।

আমার    গানে তোমায় ধরব ব'লে    উদাস হয়ে যাই যে চলে,

তোমার গানে ধরা দিতে ভালোবাসি॥",2
"আমার বেলা যে যায় সাঁঝ-বেলাতে

তোমার সুরে সুরে সুর মেলাতে॥

একতারাটির একটি তারে গানের বেদন বইতে নারে,

তোমার সাথে বারে বারে হার মেনেছি এই খেলাতে

তোমার সুরে সুরে সুর মেলাতে॥

এ তার বাঁধা কাছের সুরে,

ঐ বাঁশি যে বাজে দূরে।

গানের লীলার সেই কিনারে যোগ দিতে কি সবাই পারে

বিশ্বহৃদয়পারাবারে রাগরাগিণীর জাল ফেলাতে–

তোমার সুরে সুরে সুর মেলাতে?।",2
"জীবনমরণের সীমানা ছাড়ায়ে,

বন্ধু হে আমার, রয়েছ দাঁড়ায়ে॥

এ মোর হৃদয়ের বিজন আকাশে

তোমার মহাসন আলোতে ঢাকা সে,

গভীর কী আশায় নিবিড় পুলকে

তাহার পানে চাই দু বাহু বাড়ায়ে॥

নীরব নিশি তব চরণ নিছায়ে

আঁধার-কেশভার দিয়েছে বিছায়ে।

আজি এ কোন্‌ গান নিখিল প্লাবিয়া

তোমার বীণা হতে আসিল নাবিয়া!

ভুবন মিলে যায় সুরের রণনে,

গানের বেদনায় যাই যে হারায়ে॥",2
"যারা    কথা দিয়ে তোমার কথা বলে

তারা    কথার বেড়া গাঁথে কেবল দলের পরে দলে॥

একের কথা আরে

বুঝতে নাহি পারে,

বোঝায় যত কথার বোঝা ততই বেড়ে চলে॥

যারা    কথা ছেড়ে বাজায় শুধু সুর

তাদের     সবার সুরে সবাই মেলে নিকট হতে দূর।

বোঝে কি নাই বোঝে

থাকে না তার খোঁজে,

বেদন তাদের ঠেকে গিয়ে তোমার চরণতলে॥",2
"তোমারি   ঝরনাতলার নির্জনে

মাটির এই   কলস আমার ছাপিয়ে গেল কোন্‌ ক্ষণে॥

রবি ঐ   অস্তে নামে শৈলতলে,

বলাকা   কোন্‌ গগনে উড়ে চলে–

আমি এই   করুণ ধারার কলকলে

নীরবে   কান পেতে রই আনমনে

তোমারি   ঝরনাতলার নির্জনে॥

দিনে মোর   যা প্রয়োজন বেড়াই তারি খোঁজ করে,

মেটে বা   নাই মেটে তা ভাবব না আর তার তরে

সারাদিন   অনেক ঘুরে দিনের শেষে

এসেছি   সকল চাওয়ার বাহির-দেশে,

নেব আজ   অসীম ধারার তীরে এসে

প্রয়োজন   ছাপিয়ে যা দাও সেই ধনে

তোমারি   ঝরনাতলার নির্জনে॥",2
"কূল থেকে মোর গানের তরী দিলেম খুলে,

সাগর-মাঝে ভাসিয়ে দিলেম পালটি তুলে॥

যেখানে ঐ কোকিল ডাকে ছায়াতলে

সেখানে নয়,

যেখানে ঐ গ্রামের বধূ আসে জলে

সেখানে নয়,

যেখানে নীল মরণলীলা উঠছে দুলে

সেখানে মোর গানের তরী দিলেম খুলে॥

এবার, বীণা, তোমায় আমায় আমরা একা–

অন্ধকারে নাইবা কারে গেল দেখা

কুঞ্জবনের শাখা হতে যে ফুল তোলে

সে ফুল এ নয়,

বাতায়নের লতা হতে যে ফুল দোলে

সে ফুল এ নয়–

দিশাহারা আকাশ-ভরা সুরের ফুলে

সেই দিকে মোর গানের তরী দিলেম খুলে॥",2
"তোমার কাছে এ বর মাগি,     মরণ হতে যেন জাগি

গানের সুরে॥

যেমনি নয়ন মেলি যেন     মাতার স্তন্যসুধা-হেন

নবীন জীবন দেয় গো পূরে       গানের সুরে॥

সেথায় তরু তৃণ যত

মাটির বাঁশি হতে ওঠে গানের মতো।

আলোক সেথা দেয় গো আনি

আকাশের আনন্দবাণী,

হৃদয়মাঝে বেড়ায় ঘুরে       গানের সুরে॥",2
"কেন    তোমরা আমায় ডাকো, আমার মন না মানে।

    পাই নে সময় গানে গানে॥

পথ আমারে শুধায় লোকে,    পথ কি আমার পড়ে চোখে,

চলি যে কোন্‌ দিকের পানে    গানে গানে॥

দাও না ছুটি, ধর ত্রুটি,     নিই নে কানে।

    মন ভেসে যায় গানে গানে।

আজ যে কুসুম-ফোটার বেলা,     আকাশে আজ রঙের মেলা,

সকল দিকেই আমায় টানে     গানে গানে॥",2
"দাঁড়িয়ে আছ তুমি আমার গানের ও পারে–

আমার   সুরগুলি পায় চরণ, আমি পাই নে তোমারে॥

 বাতাস বহে মরি মরি,    আর বেঁধে রেখো না তরী–

এসো এসো পার হয়ে মোর হৃদয়মাঝারে॥

তোমার সাথে গানের খেলা দূরের খেলা যে,

বেদনাতে বাঁশি বাজায় সকল বেলা যে।

কবে নিয়ে আমার বাঁশি    বাজাবে গো আপনি আসি

আনন্দময় নীরব রাতের নিবিড় আঁধারে॥",2
"রাজপুরীতে বাজায় বাঁশি বেলাশেষের তান।

পথে চলি, শুধায় পথিক  ‘কী নিলি তোর দান '॥

দেখাব যে সবার কাছে এমন আমার কী-বা আছে,

সঙ্গে আমার আছে শুধু এই কখানি গান॥

ঘরে আমার রাখতে যে হয় বহু লোকের মন–

অনেক বাঁশি, অনেক কাঁসি,  অনেক আয়োজন।

বঁধুর কাছে আসার বেলায়   গানটি শুধু নিলেম গলায়,

তারি গলার মাল্য ক 'রে করব মূল্যবান॥",2
"জাগ' জাগ' রে জাগ' সঙ্গীত–চিত্ত অম্বর কর তরঙ্গিত

নিবিড়নন্দিত প্রেমকম্পিত হৃদয়কুঞ্জবিতানে॥

মুক্তবন্ধন সপ্তসুর তব করুক বিশ্ববিহার,

সূর্যশশিনক্ষত্রলোকে করুক হর্ষ প্রচার।

তানে তানে প্রাণে প্রাণে গাঁথ' নন্দনহার।

পূর্ণ কর' রে গগন-অঙ্গন তাঁর বন্দনগানে॥",2
"হেথা   যে গান গাইতে আসা, আমার   হয় নি সে গান গাওয়া–

আজও   কেবলই সুর সাধা, আমার   কেবল গাইতে চাওয়া॥

আমার   লাগে নাই সে সুর, আমার   বাঁধে নাই সে কথা,

শুধু   প্রাণেরই মাঝখানে আছে   গানের ব্যাকুলতা।

আজও   ফোটে নাই সে ফুল, শুধু   বহেছে এক হাওয়া॥

আমি   দেখি নাই তার মুখ, আমি   শুনি নাই তার বাণী,

কেবল   শুনি ক্ষণে ক্ষণে তাহার   পায়ের ধ্বনিখানি–

আমার   দ্বারের সমুখ দিয়ে সে জন   করে আসা-যাওয়া।

শুধু   আসন পাতা হল আমার   সারাটি দিন ধ'রে–

ঘরে   হয় নি প্রদীপ জ্বালা, তারে   ডাকব কেমন করে।

আছি   পাবার আশা নিয়ে, তারে   হয় নি আমার পাওয়া॥",2
"আমি হেথায় থাকি শুধু গাইতে তোমার গান,

   দিয়ো তোমার জগৎ-সভায় এইটুকু মোর স্থান॥

আমি তোমার ভুবন-মাঝে   লাগি নি, নাথ, কোনো কাজে–

   শুধু কেবল সুরে বাজে  অকাজের এই প্রাণ॥

   নিশায় নীরব দেবালয়ে তোমার আরাধন,

   তখন মোরে আদেশ কোরো গাইতে হে রাজন।

ভোরে যখন আকাশ জুড়ে   বাজবে বীণা সোনার সুরে

   আমি যেন না রই দূরে,   এই দিয়ো মোর মান॥",2
"গানের সুরের আসনখানি পাতি পথের ধারে।

ওগো পথিক, তুমি এসে বসবে বারে বারে॥

ঐ যে তোমার ভোরের পাখি   নিত্য করে ডাকাডাকি,

অরুণ-আলোর খেয়ায় যখন এস ঘাটের পারে,

মোর প্রভাতীর গানখানিতে দাঁড়াও আমার দ্বারে॥

আজ সকালে মেঘের ছায়া লুটিয়ে পড়ে বনে,

জল ভরেছে ঐ গগনের নীল নয়নের কোণে।

আজকে এলে নতুন বেশে   তালের বনে মাঠের শেষে,

অমনি চলে যেয়ো নাকো গোপনসঞ্চারে।

দাঁড়িয়ো আমার মেঘলা গানের বাদল-অন্ধকারে॥",2
"সুর' ভুলে যেই ঘুরে বেড়াই কেবল কাজে

বুকে বাজে তোমার চোখের ভর্ৎসনা যে॥

উধাও আকাশ, উদার ধরা,       সুনীল-শ্যামল-সুধায়-ভরা

মিলায় দূরে, পরশ তাদের মেলে না যে–

বুকে বাজে তোমার চোখের ভর্ৎসনা যে॥

বিশ্ব যে সেই সুরের পথের হাওয়ায় হাওয়ায়

চিত্ত আমার ব্যাকুল করে আসা-যাওয়ায়।

তোমায় বসাই এ-হেন ঠাঁই     ভুবনে মোর আর-কোথা নাই,

মিলন হবার আসন হারাই আপন-মাঝে–

বুকে বাজে তোমার চোখের ভর্ৎসনা যে॥",2
"তুমি যে  এসেছ মোর ভবনে  রব উঠেছে ভুবনে॥

নহিলে ফুলে কিসের রঙ লেগেছে,      গগনে কোন্‌ গান জেগেছে,

কোন্‌ পরিমল পবনে॥

দিয়ে     দুঃখসুখের বেদনা  আমায় তোমার সাধনা।

আমার     ব্যথায় ব্যথায় পা ফেলিয়া     এলে তোমার সুর মেলিয়া,

এলে আমার জীবনে॥",2
